sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A2ONQB6UPXHN1V	Great if you like treats for home decorations rather than food	I originally bought the Zuke's Treats for Cats on Amazon.com. It arrived in a decent amount of time (I didn't expect it to be quick since I used the free shipping). My cat thought they were just okay, and would eat them if i put them in front of her, but not come running as she does for her other treats. So I would leave them out for her in her dish, and they would get hard real quick. After maybe eating 5-20 of the little pieces total, she stopped eating them altogether, and walked AWAY when i got out the treats.<br />Then I went to Petco after adopting a puppy, and Petco convinced me they would be perfect for training so i got the ones for dogs. I thought maybe the shipping made them stale, and Petco assured me the ones for dogs were of better quality. Unfortunately this was not the case, my dog who eats shoes, and ANYTHING else that's on the floor does not want to eat these. I mean they are okay but barely okay. When I take her on walks and use them to redirect her attention and they are hard by the time we get home from our walk, and she will spit out over half of them on the sidewalk. So if your pet likes hard food then they might like them (and they are real ingredients,) but if your pet is like mine, they wont touch them. I now have two barely opened packages of this stuff that just sits under my cupboard.	0	0
		A2BCYLZGU3EDHJ	Not so good	These protein chips taste like eating cardboard. I would not purchase them again and even discarded most of them. It was a total waste of my money. Would not recommend.	4	0
		A2X9G1DQ4T28ZN	Great product	Great tasting product and is much better than other cocoas I have tasted in this type of single serve. Job well dont grove square!	0	0
		AMA7VWGAKO6X5	Great...when it doesn't break! Good Customer service.	I got this baby food maker off of my baby registry. I wanted to make my baby's food so I knew what was going into his mouth. Well, it worked great the first few times and then the plastic broke off the bottom of the container that holds the metal pin in (holding in the blade.) I was able to rig it so that it still worked anyways. Then, a couple days later while making a batch of prunes, the motor went out! Well, surely this was designed to handle something a little thicker like prunes.<br /><br />So, I called and emailed the baby brezza company. About a week later, they did call me and ended up sending me a brand new machine for no charge to me. But, in the meantime I steamed the food in my steamer and used my food processor. I loved that SO much more because I could do large batches. So, I think I may return the brezza. If you want to make food in tiny batches, this would be great. But, I found that a food processor and steamer are much more efficient for large amounts of food to freeze. So, 3 stars (being generous) for the machine and 5 stars for their customer service if it breaks :)	1	1
		A1BN0UHVH2VYLQ	Great full-fat pb substitute	If you're like me, then you LOVE peanut butter so much that you can't really keep it in the house.  The 'real' stuff is so full of fat and salt and hydrogenated oils that its yumminess comes at a pretty high cost.  PB2 is a great alternative.  It's not exactly the same taste as a commercial product, but it's close enough that when you put with the other things you would normally eat you will not notice much of a difference, and if you do, just imagine how much fat you're not eating!<br /><br />One of the great advantages of this product is that you can make it whatever consistency you want, just by altering the amount of water you add in the mixing process.  I find that makes it a very versatile product for cooking when I want to make a peanut sauce, or when I put it on apples and want it a bit thicker than the standard ratio delivers.<br /><br />Also, the fact that is has to be mixed up short circuits the spoon-to-mouth pattern that made it impossible for me to keep the 'real' stuff in the house.<br /><br />The only real down side is that because it's a powder there is no 'crunchy' version, but I suppose you could chop up peanuts and mix them in if you wanted to.	3	0
		A23X22R5PVU82E	treats for two very spoiled cats	These treats are like candy for my two cats.  All I have to do is say treats and I am surrounded by two eager cats who devour Frisky Party Mix and beg for more	1	0
		AGGR7ARZQYPSJ	Really Good Blend	I purchased a variety pack of coffee and this blend was in it.  It instantly became my favorite blend. This is as close to a perfect cup of coffee and you can get.  Try it, you'll like it.  :)	9	0
		AWVQXPFDYQ32L	Really Bitter Bad Coffee.. I Was Shocked after reading all the great reviews	Really Bitter Bad Coffee.. I Was Shocked after reading all the great reviews. I ordered based on the reviews.. I dont understand. Did I get a bad batch? I soend over 50.00 for Lavazza Crema e Aroma Coffee Beans, 2.2-Pound Bag and the Lavazza Super Crema Espresso Whole Bean Coffee, 2.2-Pound Bag. Both bags were sealed. The coffee didnt smell unique or great but I was optimistic. I have a really great espresso machine and have been making my own espresso for over 10 years. I ground it fine same as I always do. I tasted it straight no sweetener , just to get the true taste , very bitter , even after adding splenda , didnt even taste like coffee , just a bitter not too strong coffee taste. Its not even drinkable , no joy. Ill not take reviews at their face value anymore..<br /><br />Im a HUGE AMAZON FAN .. I think amazon has the best return policy , i dont use it much but they really know how to treat their customer. I love the 2-Day air shipping , they really go out of their way to treat every customer like they really want us to come back .. Good Job Amazon :)	1	3
		A1JHPMSXHHOMI	"Are you sure this isn't ""light?"""	Yes I am reviewing the Traditional Clam Chowder. Now I have never been to New England but I assume they, like most New England Clam Chowders, actually include Clam in their soup. There are a few tiny pieces but they are few and far between and resemble TVP in both texture and taste. I cannot recommend this product.	1	0
		A3A50F3ZWJ6V68	This coffee is now DECAFF!	One reviewer mentioned that this coffee was decaff and said it was listed as such on the bottom of the box (in small print). I checked my current box and saw no such labeling information. HOWEVER, the new boxes I received are a different color, with a slapped on label for Hawaiian Hazelnut and NOW the bottom of the box says it's made from 100% decaff coffee. While I like the flavor, I do NOT want decaff in the morning, which is when I drink coffee.<br /><br />Unfortunately, I am unable to return this item to Amazon because of their return policy, which is why I'm writing this review, to make sure others know the coffee packaging has changed and it is definitely labeled as decaffeinated now. I would give more stars for flavor, but the lack of official notification in the product description that this coffee is decaff makes me feel as if I tossed my money out the window, buying something I would not have otherwise ordered.	9	0
		A3JVKJWEYDD782	Great Product, really BAD PRICE	Amazing Tuna, one of the best in the market however the price, if you have access to a Costco store it is a joke, 15.99 is the price at Costco store.	1	0
		A3MNAQZ8DQQTAD	Very Disappointed	This product arrived in broken pieces.  The flavor was not good.<br />I actually threw them in the garbage.  Very disappointing.	0	0
		AS3IE5GWHMRSF	It's good once you doctor it up a little bit!	I use this as a whey/soy protein alternative. I am allergic to soy and have sensitivity to whey and this product seems to be free of both. I actually haven't used it as a shake, but I use it to make protein pancakes. I find I have to add extra cocoa powder to make it more chocolatey and stevia to make it more sweet. At first I came out with some really awful pancakes, but after I found the perfect ingredients to doctor it up, they all come out amazing!!! So if your looking for an alternative to whey and soy, I definitely think this is a good choice!	1	0
		AET2BRH3JRW7J	Tasty but Crumbly - Eat them with a spoon!	Like many have said, these cookies are really tasty.  I love the flavor.  I'm only rating 3 stars because I got six boxes and every box had approximately 75% of the cookies broken/crumbled.  The recipe abviously needs to be tweaked.  That being said, I too find it difficult to not eat a whole box in one sitting.  I eat them with a spoon! They'd probably be very good sprinkled over vanilla ice cream - gotta try that.  I love the flavor of these cookies, but hope that Pamela's fixes the recipe so they don't crumble in transit (or upon the first bite if you are lucky enough to get a cookie that is completely intact). I've tried several of Pamela's cookies and this is the only one that was COA (crumbs on arrival) :-)	0	0
		A19DSLQN7O8UF7	misleading pricing!!	I was considering buying these treats for my dogs, but since someone put the list price at $103 it concerns me as to why that was done & misleading consumers of item value.	3	2
		A3RBTVM70JK4UM	Made in china	Don''t buy it. My dog loves the treat. HOWEVER, after I found out it was made in china, I decide to throw away the remaining portion. I don't want to take any chances. I see that someone left a review saying their dog got sick after eating the treat. Luckily my dog is doing fine still. But I won't buy this again.	0	0
		A2NLGS6WGOUP2D	"not ""pure"" coconut milk"	"Includes guar gum, which in large enough amounts is a bulk forming laxative. So this is not really ""pure"". Not everyone can tolerate guar gum. The taste is fine, I've never found chunks in my cans. It usually does separate, no big deal to me and I can eat it in small amounts in cooking but can't have a whole paleo smoothie from it. ymmv."	1	0
		A38WPLBU8HE5LT	Dogs Love these	I have two westies and a maltese. After trying many brands of canned dog food that my dogs would not eat we finally discovered these. All three of my dogs love this dog food. They enjoy many of the different flavors. The trays are not large but are just right for one serving for dogs about 20 pounds and under.	0	0
		A1H8BZW8TRWBA0	Great in yogurt	I prefer plain Greek or my homemade yogurt to those filled with sugary fruit or sugar substitutes.  I also like crunchy food.  I love mixing a scoop of this into my yogurt and will often add my own fruit. We cannot find this cereal in my area any longer so I am thankful to find it here.<br />Five boxes is a lot, but I will share this with my friends who also love it.	0	0
		A33R3QWWD5E6GB	Cats meow for it	Our 2 Cats enjoy breakfast with Newman's Own and somedays they seem to be smiling.  Definte good attitudes result and their fur keeps smooth.  No upset stomachs!	4	1
		A1C19WLTO01L95	"The ""Best"" Cinnamon Crumb Cake"	"You have to look ""no further"" when you are in a mood for a great cinnamon crumb cake.  This mix is so easy to use and prepare - and the taste is consistent with all Krusteaz mixes.  I have used this wonderful mix on so many occasions - it is unbelievable.  Living in a rural setting it is wonderful to have the availability to purchase online at Amazon and get them delivered to my door.  My area stores do NOT always carry a supply.  I receive rave compliments when I make this cake - It Is Wonderful!"	2	0
		A29JBDORT8V4LY	cat hates it and it made her sick	Very disappointed.  Made my cat sick.  Total waste of money.  Back to just eating tuna for our girl.  Can't afford to waste money.	1	1
		A3NMIRV5FDCMCQ	junk	This is the worst stuff ever. as with all their brands! They don;t list that it has chemicals...but!! It's loaded with them. they are crooks selling low grade beef! disgusting taste on all their products and loaded to the gills with chemicals. it's made in a country with no meat regulations! Complete chemical junk!	1	11
		A38IMND0XD29HV	A bit disappointing	"I have become an enormous fan of the Blue Diamond line of flavored almonds (so much so that I buy them in bulk on amazon!).  This particular flavor is lacking, however.  ""Habanero BBQ"" should be spicy -- habanero is the hottest pepper available, after all.  Yet these are more sweet and tangy than actually spicy.  They weren't awful, but they certainly didn't live up to the excellence of some of the other flavors, like wasabi or jalapeno smokehouse. If you like the idea of a tangy bbq snack, than this might be what you're looking for.  Just don't expect it to be spicy!"	0	0
		A373WB1Y143M7R	Good tea!	Licorice Spice is a great tea. A touch of spicy and sweet. Not boring.<br /><br />I tried it when I visited an up-town supermarket, but when I ran out and wanted another box I discovered that its not available at my local grocery store! Hooray for lazy internet shopping!	1	1
		AWL2OUSUQ64PR	Very bad merchant	This is a very bad vendor who took my money but I never received the products!!! And won't do anything for you, no service at all!!! So if you don't want to take a chance please listen to my advice, I'd paid for this lesson!!!	0	0
		A3MTR0OKWDR0F8	Sadness for Canadians!	I love, love, love Island Pineapple Jell-o for certain important family recipes.  Unfortunately, Amazon can't ship it to Canada.  SADNESS!	0	0
		A2V2H26LPRZTU1	Made our dogs Ill	I bought this product last week for our dogs, within a day both were vomiting and refusing food. Our larger dog is doing ok since we stopped feeding them but our little guy is not. Taking both to the vet tomorrow along with these treats.	11	1
		AOEW3ERRG9UGN	Pretty good for stevia	For someone who is trying to slowly switch over from regular diet sodas/drinks to all natural diet substitutes, I have tried a variety of stevia flavored drinks (aka stevia sweetened sodas and teas). This my first time trying a powdered drink. And it's better than what I expected. I was bit wary after reading some of the reviews. You can add just a little bit and it's enough to sweeten my tea or just water. I am not a fan of drinking water (except fiji or while working out) and this can easily quench my thirst when I add the right amount. If I add too much its a mix between bitter and sweet and it's not that good. It's something I add for flavour and a great alternative for a healthy diet nut who likes tasty drinks. I would like to try the orange so I can add it to tea and make it DIY iced orange tea.	0	0
		A1AFONCKTLYF3E	Delicious	This is one item that you would barely be able to tell that it's gluten free.  It's definitely a favorite of mine.	1	0
		A29QCU7L63JCK3	Tastes good but it doesn't like me	I reallly wish Hansen Apple Juice would have worked for me, since I do enjoy its taste.  Unfortunately, I have carefully singled it out as the item that is giving me gastric problems.  So, here's hoping that Amazon will get another brand of apple juice in its Subcribe and Save program to go along with Hansen, something that has been super filtered.  (I know, the natural food folks are unhappy right now.  Sorry.)  I envy all of you whose stomachs can tolerate this juice.  The problem is almost assuredly me, not the juice, as I don't deal well with cider either.  I'm giving the juice a three mostly as a warning to others who have the same tendency.  It is not bad juice at all.	0	1
		A3UD4ES7KJ179T	Where is the box??	Item shows a box, however, my 400 were received loose inside an envelope.  No way to know if there were actually 400 without counting. Won't be ordering again.  I can go to an office supply store and get, in a box, for about the same price after you delete shipping.	0	0
		AM68UIIY51RCC	Great Tasting Popcorn	This popcorn not only tastes great but pops very well.  There are some unpopped kernels, but I believe that's normal with any brand.  In reading a few of the other reviews, some noted it didn't pop well.  I went through that phase too but found out it was a problem with my popper.  Once that was fixed, the popcorn popped up a storm!  Many friends who have visited my home theater have commented on what good flavor the Great Northern Popcorn has--and it has a great price too.  Highly recommended.	0	0
		A2ADQ8U6UA35BQ	Not wrapped individually, but good	I was disappointed that when I received these that they were not wrapped individually... but they are beautiful.  I had to buy wrappers at the store an wrap them myself.	0	0
		A2B1HA8FJ7MK0	Feh	"I've got nothing new to say here; I'll just pile on with the rest.<br />The texture is ... friable. It's loose granular granola. The clusters have de-clustered. This doesn't bother me.<br />The acrid aroma does bother me. It smells like a drying oil portrait. In other words, like rancid linseed. This odor accompanies each spoonful down your gullet. If you care about healthy-eating things, you wonder about the oxidative-stress, anti-health effects of rancid fats as you finish your bowl, because this stuff is expensive and there's no way you're gonna waste it, free radicals or not.<br />Several have commented on the price. Note that it's gluten-free. If you had to eat gluten-free all the time (and I do), you'd be accustomed to this kind of gouging: $6 loaves of bread, $7 frozen pizzas, and now, $6, 11-oz bags (that's about 3 or 4 bowls IRL) of gluten-free granola. ""Gluten-free,"" translated into English, means ""Give me your money.""  Celiacs' diets are limited to what's available, and a lot of it isn't very satisfying.<br />Fortunately there are many other less expensive and less rancid tasting cereals/granolas available.<br />Because I feel sort of bad for KIND, I will say here that I like their nut- and fruit-based bars very much.<br />[You may or may not be interested in the following: Oats by themselves are gluten-free. However, commercial oats sold on the world market are extensively contaminated with gluten-containing wheat, rye and barley, and are therefore not suitable for a gluten-free diet - this includes grocery store oatmeal and products made with oats. However, in the past 8 or so years, oats have been grown in dedicated fields using scanned seeds, and the crop tested for gluten. These are known in the celiac world as ""gluten-free oats."" These GF oats cost about five times as much as regular oats, and are the type used in KIND, friable, cinnamon-linseed granola.]"	0	0
		A13M6GBEM7JJOL	Don't knock it til ya try it.	You'd be surprised how much Runa Tea can help you in your daily life. Thirsty or not, Hot or cold, this tea can help you in many ways. As a college student studying to be an entrepreneur, I can't just take prescribed drugs all the time to keep my attention span up. Instead, I turn to caffeine all day every day. Runa Tea has been one of the few products that have really caused me to feel refreshed as if I was just hydrated after a run, as well as feeling focused as if I were ready to write a 10 page paper from scratch. I don't know what it is, but it just makes you feel good in every way. Personally, I love the cold tea- but as a consumer everyone needs to find their niche, as I am a huge hot tea drinker and chose the cold version- Either way, same thing.  You need to try it. And then try and contradict our 5 star opinions! :)	1	0
		AZ1LNFBGW7A8Z	Wonderful coffee!	This is the BEST French Roast coffee from all of the different K-Cups that I have tried!<br />You must try these!	0	0
		A21YC6U1S1DPDQ	Look at the ingredients list - this has more sugar by weight than it has almonds	"I am all for nut and grain milks and have been drinking them for 12 years.  I am now looking for a good almond milk but unfortunately this one is not going to be it.  I think that this company's large cartons (half gallon) of organic almond milk have more almonds than sugar, but unfortunately these small cartons seem to not be made of organic almonds, and, more importantly to me, seem to hardly be almond milk at all, but rather water and sugar with some almond flavoring (according to the ingredients list).  Also, they add ""other natural flavorings"" which I try to avoid because usually that's food-industry-speak for msg and stuff like that, which gives me headaches.  I understand that the company wants to make this drink more palatable to children and to reluctant health-nuts, but I think it's the wrong way to go to put more sugar than almonds in it, and the wrong way to go to add all kinds of ""flavoring"" when almonds are so beautifully flavored on their own.  I wanted this to be a product I could order from Amazon, but I'll need to keep looking."	47	1
		A24EI07FMP7DGH	Ghee-tastic!	I really, really like this ghee. Not sure if I love it yet. All I know that my food doesn't burn as fast. For All-Clad frying pan owners, you will love this. Food does not stick and burn onto the frying pan so clean up is much faster. Not sure if there is a taste difference from my previous ghee but the grass-fed component does make it seem better. 4 golden brown french toasts out of 5.	3	0
		A23MDA823G0MSQ	Very poor tea	I bought 3 bags of this tea and found each to be just as bad as the last.  This tea has a very weak/poor flavour.  I tried to brew it very stong but it still ends up tasting bad.	0	1
		A13MKSASQ6YWL7	Tasty but relatively high in calories	This is a tasty drink that is all natural.  However, a small 8.3 ounce can contains a relatively high 140 calories which is roughly the same number of calories in a 12 ounce Coke.  Only, a Coke is about 50% larger in volume.<br /><br />I like sweet, but to me this is a bit too sweet.  It might be nice as a mixer in an adult beverage though.  I haven't tried to mix it, but you could probably make a nice fruity alcoholic drink out of it.<br /><br />The price isn't a bargain.  At nearly $1 per can, as of this writing, it wouldn't seem to be a compelling value.  I do like it, but I doubt I'd purchase it again.  It also left a bit of a lingering metallic aftertaste that I wasn't thrilled about.  Still, if you don't mind the calories, enjoy a beverage that is sweet and are looking for a natural drink, then this could be worth considering.	0	0
		A1C7ATCT9XSEZ2	AWESOME!	This chocolate is delicious! The dark chocolate has a good flavor and is not very sweet, but the fruit adds a delicious sweet flavor as your chewing. AWESOME! I hope it ends up being cheap on Amazon when it becomes available!	0	0
		A2F0KIA4NMIZHQ	Green with white edgings	"I ordered 2 Reverse Variegated Spider Plants on May 5, 2012 and they arrived four days later on May 9, in 4"" round plastic pots.  Plants were packaged with recyclable peanuts.<br /><br />The plants look the same as pictured on the internet with green leaves and white edgings on both sides.  One plant has two inflorescenses (stems or branches) and the other has three inflorescenses.  The plants are small to medium sized.  Both have healthy and thick roots throughout the bottom, with one having roots poking through the holes so I put both into larger pots for continued growth.  Overall, they are very nice looking and healthy plants and I am very happy with them.<br /><br />July 13, 2012 Update<br /><br />As usual with Spider Plants, these are growing fast.  They just need some sun and water.  On July 11, I split one into three plants.<br /><br />October 1, 2012<br /><br />All Spider Plants are doing great.  They are very easy to grow.  Today, I gave away a baby I rooted."	1	0
		A2EPN31OIXTWRF	Disappointed	We have enjoyed Godiva chocolates for over 20 years, and so it is painful to say goodbye to such a good old friend.<br />However, the product is no longer what it once was. The flavors are bland, the variety is not there any more, and it is just disappointing to spend so much and receive so little. There are now better options elsewhere.	1	1
		A2KADAQBR8NG80	Very Tasty	I love this coffee. I do wish it came already ground as I don't have a grinder and use a blender instead. But it's worth it. Many flavored coffees I've tried only seem to have a flavored odor that doesn't reach the coffee, but this one manages both.	0	0
		A2I9G7W32MNH4N	May contain high levels of arsenic	"I researched many formulas before purchasing this one because it seemed the MOST organic and safe for my baby. On 2/16/12 Consumer Reports published research indicating that formulas containing organic brown rice syrup -- the first ingredient in Baby's Only formula -- have high levels of arsenic.<br /><br />From Consumer Reports: ""Two of 17 infant formulas tested listed organic brown rice syrup as the primary ingredient. One had a total arsenic concentration that was six times the federal limit of 10 parts per billion (ppb) for total arsenic in bottled or public drinking water. This is particularly worrisome for babies because they are especially vulnerable to arsenic's toxic effects due to their small size and the corresponding arsenic consumption per pound of body weight.""<br /><br />It did not list the brands of formula, but to be safe I will not be feeding this formula to my child.<br />[...]"	6	2
		A1IVFBJA9KAI1M	Tasty!	The chips come in a large box with individually wrapped bags of chips. The bags are very strong - much thicker than, say, Lay's potato chip bags. Inside are very tasty kettle cooked chips, salted just right. Because these appear to be cooked in an actual kettle fashion, some are cooked more than others, which gives it a more authentic, non-manufactured feel. Some people may not like that.<br /><br />I reccomend them!	2	1
		A35V5DPT41W7MD	Excellent canned fish	First time I had this was when I was in Germany. I loved it and am glad it is available in the US. I buy it all the time.	3	0
		A11OQUV1ZI2MT2	Didn't Really Taste Like a Latte	"I tried this product and it really didn't taste much like latte or even any kind of coffee.  I had to look up latte on the Internet to make sure I wasn't missing something.  The generally accepted definition of latte seems to be strong coffee with steamed milk.  When I checked the ingredients on this package the first ingredient was sugar, followed by nondairy creamer.  The first ingredient in the non dairy creamer was corn syrup solids.  The third ingredient was partially hydrogenated coconut oil. Coffee was actually the ninth ingredient, listed behind dipotassium phosphate, artificial flavor, and maloxdextrin, which explains why it didn't taste much like coffee.  I do think it is a misnomer to have latte on the front of this package.  I guess in smaller print they have the words ""naturally and artificially flavored cafe-style beverage"" so technically that is how they are defining their product. But in larger letters are the words Maxwell House and International Latte so I was really expecting something coffee tasting. Anyway the product doesn't really taste like latte or coffee at all.  It really just mainly tasted like hot sugar water with a few other kind of odd flavors thrown in.<br /><br />I think for the money I would stick with something more healthy and natural like black or green tea or even just real coffee with real milk added in."	4	2
		A24EWGJB1DYZT6	Not That Good	Not very good at any price. You can find better cookies baked by your local grocery store in their clear plastic container.	1	3
		AFUDLZ0NRLICR	A Disappointment	I am a huge organic products enthusiast, and I am a fan of Amy's products. I bought this soup in hopes of it having some sort of pizzaz. I was sorely disappointed.<br />After having heated it up, I tasted it and was shocked with how bland it was. It was a meek soup, almost as if they created a black bean base, tossed some veggies in and left it at that. Uh...where are the spices?! The herbs?! The excitement!<br />Only after adding some hot sauce, salt, pepper, garlic, cumin, and sour cream did the soup become worthy to be eaten with the rest of my lunch.<br />If you are a fan of more mild soups, this could be for you. If you're just a fan of plain veggie soups, this certainly could be for you. But if you like a little jazz in your soup, don't buy this unless you're ready to dump a jar of salsa in.	4	1
		A1VZYBIWBR8QBW	True turkish apricots	I love apricots and have been fortunate to have travelled to Turkey and had real Turkish dried apricots.  While traveling there I had found there were definite differences in size, taste, quality and freshness.  These imported Turkish apricots are very good quality with excellent flavor and consistency.  Having read the previous reviews I was concerned about the packaging, however they came in perfect shape.  They are very well packaged - six clear plastic tubs arrived in their own cardboard box (like a six-pack of bottled beer) covered in clear plastic all around, and packaged again in amazon's usual box with air pillows.  if the tubs get broken, then the two boxes they are all contained in have to get crushed as well.  A great product and I will gladly purchase them again.	0	0
		A1UQBFCERIP7VJ	illy issimo caff&egrave;	Illy issimo caff&egrave; Italian espresso style coffee drink is a 6.8 fl. oz. (200 ml) blast of sweetened caffeine in a can.<br /><br />1930s Italy under the rule of Mussolini greatly contributed to the development of modern coffee culture, improved coffee-making, and new types of coffee-making equipment. The Horn of Africa (where coffee originated) was under Italian colonization and companies such as illy and Bialetti were founded.<br /><br />In that tradition, this drink is now made in Denmark under the issimo brand from illy and distributed in the U.S. by Coca-Cola.<br /><br />This canned cappuccino has a slightly bitter dark roast coffee taste with the right amount of sugar and a pleasant mouthfeel. It's not as good as freshly made espresso but it's not bad at all. I do prefer the illy issimo cappucino as a treat.	0	0
		A1L3QYIANCWE6A	Beware if you can not use artificial sweetners!!	I purchased this for my new Keurig. It has stevia which is an artificial sweetner! Would have been nice to have seen this before I spent the $$ and purchased!	3	3
		AWT5UP95WGJIQ	This product is Great	This product is great it really works. I have lost a total of 15 pounds in two months wihout exercising. I reconmend this product to everyone.	9	1
		A2DEB8DJ3MYSN2	Yum!	I LOVE pop chips!  I like salty snacks and having one this low calorie is great.  I did think that the single serve bags of salt and vinegar has less flavor than the bigger bags, so I think next time I buy in bulk I'll get the bigger bags.	0	0
		A1OU45ZINNK7YV	My dogs have clean teeth	My dogs get their Greenies at noon, can hardly wait to gnaw on them, and and then chew heartly until the Greenies disappear.  The good news is that all my dogs now have clean teeth.	0	0
		A2CD768MJRLSY	nasty	nasty, disgusting and gross.  wasnt worth my package of beef for this one.  i usually love hamburger helper and was very surprised how awful this was.  the cheese topping you mix and add to the top did me in.  horrible taste and the entire thing was very salty...not sure if it was from the cheese or adding my own seasonings.  i scraped off what i could of the cheese and made eggs the next morning with the leftover hashbrowns, which wasnt bad but very salty.	0	1
		A3A1OA237FOZFK	Would rate about 2.5	"Since we cannot assign half star ratings, I have to say I would give this product a 2.5 which rounds to 3 stars.  This is probably one of my least favorite of the available flavors available for the Dolce Gusto coffee machine.  I personally am not a ""frou-frou"" coffee/latte expert by any means, so my rating is based on my own personal experience with just this product.  I actually prefer my coffee served black, with no sugar, creamer/milk, so I am probably a little more biased when it comes to rating something like this.<br /><br />I have to agree with another reviewer who said this coffee looks better than it tastes.  I mentioned in a review of another flavor that I don't care too much for the milk, and I think that may be what primarily affects my opinion of this particular flavor; I find it too has an aftertaste and even a powder-like feel.  I do not feel that the available hot chocolate version suffered from this as much."	1	1
		A2EPPPDY6L8T4B	Great product, BUT!	"Great product, BUT!!!!! It's a little tricky to figure out the best time needed for YOUR microwave oven. Ours is pretty strong, and 1 minute 40 to 50 seconds is about right. However, BE WARNED! If you have an inexpensive or ""low power"" oven, the results will be very poor at best. (Just ask the crew where I work) When I tried to make a bag in the company cheap oven, it was SUPER slow to expand, and after the better part of 4 minutes, the burnt smell forced then to keep the door to the break room open for the rest of the afternoon! Bottom line....if you don't have a quality oven, don't buy these. One last word. After you remove the bag from the oven, carefully open, shake, and simply blow on them until they stop crackling. Otherwise they will seem stale until they cool. All this sounds like a pile of work, but after the first couple bags, you will NEVER buy pork rinds at the store again. I get a discount on the price because I have a box sent automatically every month. Works out to just under $13.00 a box with free shipping. Enjoy!"	0	0
		A1RQ3W2KO7GJDF	Good Product, Tastes Great	I bought this thinking I could eliminate the liquid creamer I buy from the store and save money.  However because its sweetened, the people in my house pump until it tastes the way they want it to instead of pumping for the cream and adding sugar like we did with the liquid coffee mate.  All in all, we almost used the whole bottle within a week.  (Between 3 adults, we probably drink about 12 cups of coffee a day.)<br /><br />Like the other reviewers have stated, when the bottle gets close to the end, there is quite a bit left and you can't get it out without cutting open the bottle and pouring it in the coffee or transferring it into another container. That SUCKS!<br />I have not had an issue with the pump getting stuck...Probably because we use it every day.<br /><br />Other Comments:  The creamer came with a tip on it that points the stream of cream downward (not pictured with the bottle.)  I still have to do some testing however I'm not sure if 1 pump with the tip equals 1 liquid creamer cup as pictured on the bottle.  I do know that three pumps with the tip on it equals 1 tablespoon, so I'm able to get an accurate calorie count. (Unless you at 's way down the bottle and the pump won't pump out.)  I also need to figure out if at all there are any cost savings compared to just buying the big bottle of liquid creamer and using sweetner.<br /><br />Overall, I'd buy it again for the following reasons:  Taste great, quick, easy calorie counting, and no refrigeration needed so my coffee stays hot.	0	0
		A2ZVIZRVMBXAN0	Wrong Item sent....can't figure out where to deal with this issue.	"Ordered six ""hairball formula"" bags of cat food. Received ""Adult Formula.""<br />Sorting through the multitude of areas is mind boggling. There must be a simpler way to notify that you've received the wrong item.<br />Usually Amazon is much more responsive.<br /><br />Also...the packaging is awkward. I ordered small packages to make them easier to handle and store but they come packed together and are awkward to handle until the wrapping is removed."	1	0
		A38K76B8XGP212	White Chocolate: Took one bite, threw entire box away	These bars have a core of unappetizing protein goo, covered with a thin sheath of white chocolate analog. It didn't taste like white chocolate and even my roommate couldn't stomach these.	0	0
		A139TK2PDWCMLW	Nothing like the real cup of coffee at Starbucks	Don't waste your money. Buy the real cup of coffee and spend the time and money at a coffee shop.	0	2
		A3938DJMZF0OQC	"Far from ""natural"""	"This coconut water is completely disgusting. I normally buy brands like O.N.E. and Vita Coco, but it has been hard to find them in stock recently. I've seen Zico, so when it went on sale at a local store I decided to try it. I didn't take the time to check the ingredients because I assumed it was like the other brands, pure coconut water.<br /><br />First off, this is ""from concentrate"". They defend this on their website, but don't be fooled. It affects taste, quality, and nutrition.<br /><br />Second, they add ""natural flavors"". There is nothing ""natural"" about a ""natural flavor"". It tastes fake and has a nasty aftertaste.<br /><br />This is by far the WORST coconut water on the market and I hope they will listen to consumers and actually make it ""natural""."	4	0
		A30NLW10BZXE66	If I had known...	Let me first say that this is the 1st time I have ordered raw cocoa in any form.  However, had I known that I would not be able to make it into a very fine powder for smooth cramy recipes, I would have ordered the powder instead.  The taste is really rich and great, but if you need to use it in recipes you want very silky and smooth...don't order this use this. Use the powder instead.  I will say the bags are huge, the price is AWESOME you will not find it cheaper ANYWHERE.	13	5
		A2QF00TW43Z2FG	yumm!	This is a great selection of rice and couscous! I put in my rice cooker and have a healthy dinner or a side dish before I know it!	2	0
		A3ISCAEU5GLN2Z	contains arsenic	All rice cereal contains arsenic which may cause cancer.  Check with your pedeatrician and see if you can switch to oatmeal instead which this brand carries as well. You can google rice cereal and arsenic for more information.  I will not be feeding my baby any rice after reading about arsenic.	1	3
		A1UROIYSXC2B7O	HORRIBLE TO DRINK	I did not drink more then the first 2 oz because I could not get past the texture, there is way too much of a chalky texture to this tea.	1	7
		A1DY7J2N9CEKMC	You really go when taken as directed.	Works great for me and also help me with my weight.  I don't like the drink as much but I drink it as needed.	3	0
		A1BX4EZ3UGX2HX	Quite delicious but not as good as real chips	Definitely better than Pirate Booty and slightly better than Baked chips. Very tasty but you feel as if you're almost eat something with the same texture as cereal. It's a small payoff to enjoy chips (albeit faux chips). The Vinegar and S/P ones are NASTY!	0	0
		A2S5GHNCUMR008	OK product	The popcorn is very small and if it does not pop completely it is very hard to eat.  I would not order it again.	0	0
